T F 2    3    3    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  20.00000 100.00000  70.00000 223.93126   1.86347   0.00000    0        0.00000
  -99  -99  172    0
 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000 -99.00000   0.00000 -99.00000
    3985.0   33345.0       1.0       1.0NW        W1    
    0   0    0.000  0    0.000  0    1.000
    FREQ   TRANS     SOL TR  SOLAR
 3985.00  0.9963 3.04E-06 3.05E-06                                                              3.673E-03
 3986.00  0.9974 3.05E-06 3.06E-06                                                              2.602E-03
 3987.00  0.9977 3.06E-06 3.06E-06                                                              2.320E-03
 3988.00  0.9976 3.07E-06 3.08E-06                                                              2.407E-03
 3989.00  0.9973 3.08E-06 3.09E-06                                                              2.680E-03
 3990.00  0.9963 3.08E-06 3.09E-06                                                              3.729E-03
 3991.00  0.9920 3.07E-06 3.10E-06                                                              8.015E-03
 3992.00  0.9967 3.09E-06 3.10E-06                                                              3.335E-03
 3993.00  0.9954 3.08E-06 3.10E-06                                                              4.608E-03
 3994.00  0.9972 3.09E-06 3.10E-06                                                              2.786E-03
 3995.00  0.9818 3.05E-06 3.10E-06                                                              1.840E-02
 3996.00  0.9964 3.10E-06 3.11E-06                                                              3.584E-03
 3997.00  0.9971 3.10E-06 3.11E-06                                                              2.861E-03
 3998.00  0.9964 3.10E-06 3.11E-06                                                              3.580E-03
 3999.00  0.9960 3.10E-06 3.11E-06                                                              4.048E-03
 4000.00  0.9966 3.10E-06 3.11E-06                                                              3.390E-03
 4001.00  0.9952 3.09E-06 3.10E-06                                                              4.844E-03
 4002.00  0.9962 3.09E-06 3.10E-06                                                              3.770E-03
 4003.00  0.9952 3.09E-06 3.10E-06                                                              4.851E-03
 4004.00  0.9955 3.08E-06 3.09E-06                                                              4.468E-03
 4005.00  0.9947 3.08E-06 3.10E-06                                                              5.290E-03
 4006.00  0.9969 3.09E-06 3.10E-06                                                              3.092E-03
 4007.00  0.9948 3.08E-06 3.10E-06                                                              5.174E-03
 4008.00  0.9926 3.08E-06 3.10E-06                                                              7.402E-03
 4009.00  0.9795 3.04E-06 3.10E-06                                                              2.074E-02
 4010.00  0.9950 3.09E-06 3.11E-06                                                              4.985E-03
 4011.00  0.9952 3.09E-06 3.11E-06                                                              4.851E-03
 4012.00  0.9954 3.10E-06 3.11E-06                                                              4.645E-03
 4013.00  0.9875 3.07E-06 3.11E-06                                                              1.261E-02
 4014.00  0.9955 3.11E-06 3.12E-06                                                              4.542E-03
 4015.00  0.9951 3.11E-06 3.12E-06                                                              4.928E-03
 4016.00  0.9961 3.11E-06 3.12E-06                                                              3.952E-03
 4017.00  0.9956 3.11E-06 3.13E-06                                                              4.437E-03
 4018.00  0.9953 3.11E-06 3.12E-06                                                              4.735E-03
 4019.00  0.9819 3.03E-06 3.08E-06                                                              1.823E-02
 4020.00  0.9957 3.06E-06 3.07E-06                                                              4.308E-03
 4021.00  0.9956 3.05E-06 3.07E-06                                                              4.438E-03
 4022.00  0.9974 3.06E-06 3.07E-06                                                              2.565E-03
 4023.00  0.9969 3.07E-06 3.08E-06                                                              3.058E-03
 4024.00  0.9945 3.10E-06 3.12E-06                                                              5.496E-03
 4025.00  0.9778 3.05E-06 3.12E-06                                                              2.243E-02
 4026.00  0.9892 3.06E-06 3.09E-06                                                              1.083E-02
 4027.00  0.9911 3.05E-06 3.08E-06                                                              8.939E-03
 4028.00  0.9882 3.04E-06 3.07E-06                                                              1.188E-02
 4029.00  0.9855 3.01E-06 3.05E-06                                                              1.462E-02
 4030.00  0.9786 2.99E-06 3.05E-06                                                              2.166E-02
 4031.00  0.9755 3.00E-06 3.08E-06                                                              2.477E-02
 4032.00  0.9919 3.04E-06 3.07E-06                                                              8.090E-03
 4033.00  0.9982 3.07E-06 3.08E-06                                                              1.761E-03
 4034.00  0.9994 3.11E-06 3.11E-06                                                              6.037E-04
 4035.00  0.9993 3.13E-06 3.13E-06                                                              7.456E-04
 4036.00  0.9994 3.14E-06 3.15E-06                                                              5.704E-04
 4037.00  0.9997 3.16E-06 3.17E-06                                                              3.418E-04
 4038.00  0.9996 3.17E-06 3.17E-06                                                              4.257E-04
 4039.00  0.9996 3.17E-06 3.17E-06                                                              4.188E-04
 4040.00  0.9994 3.16E-06 3.16E-06                                                              5.587E-04
 4041.00  0.9995 3.14E-06 3.14E-06                                                              5.462E-04
 4042.00  0.9997 3.14E-06 3.14E-06                                                              3.377E-04
 4043.00  0.9996 3.14E-06 3.14E-06                                                              4.236E-04
 4044.00  0.9938 3.12E-06 3.14E-06                                                              6.257E-03
 4045.00  0.9808 3.08E-06 3.14E-06                                                              1.939E-02
 4046.00  0.9996 3.13E-06 3.13E-06                                                              4.343E-04
 4047.00  0.9996 3.12E-06 3.12E-06                                                              3.612E-04
 4048.00  0.9996 3.12E-06 3.12E-06                                                              4.378E-04
 4049.00  0.9993 3.12E-06 3.12E-06                                                              7.025E-04
 4050.00  0.9989 3.12E-06 3.13E-06                                                              1.110E-03
 4051.00  0.9991 3.15E-06 3.16E-06                                                              8.620E-04
 4052.00  0.9982 3.17E-06 3.17E-06                                                              1.775E-03
 4053.00  0.9997 3.18E-06 3.18E-06                                                              2.887E-04
 4054.00  0.9997 3.17E-06 3.18E-06                                                              2.942E-04
 4055.00  0.9996 3.17E-06 3.17E-06                                                              4.009E-04
 4056.00  0.9996 3.18E-06 3.18E-06                                                              3.604E-04
 4057.00  0.9996 3.18E-06 3.18E-06                                                              4.414E-04
 4058.00  0.9990 3.18E-06 3.18E-06                                                              1.039E-03
 4059.00  0.9992 3.18E-06 3.19E-06                                                              7.741E-04
 4060.00  0.9961 3.18E-06 3.19E-06                                                              3.931E-03
 4061.00  0.9964 3.17E-06 3.19E-06                                                              3.614E-03
 4062.00  0.9993 3.18E-06 3.18E-06                                                              6.856E-04
 4063.00  0.9994 3.19E-06 3.19E-06                                                              6.210E-04
 4064.00  0.9996 3.19E-06 3.19E-06                                                              3.518E-04
